gene_symbol	n_entrez_per_symbol	probe_id	gene_symbol_raw	entrez_raw	platform	symbol_unique	entrez_unique	entrez_id	mapping_status	used_reliable	selected_highest_iqr_probe	used_shared_universe
RSRC1	1	11715252_at	RSRC1	51319	GPL13667	TRUE	TRUE	51319	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
	0	11715253_s_at	KRTAP10-10 /// KRTAP10-6	353333 /// 386674	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
DEFB134	1	11715254_s_at	DEFB134	613211	GPL13667	TRUE	TRUE	613211	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	FALSE
TAS2R30	1	11715255_s_at	TAS2R30	259293	GPL13667	TRUE	TRUE	259293	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
XAGE3	1	11715256_at	XAGE3	170626	GPL13667	TRUE	TRUE	170626	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
XAGE3	1	11715257_x_at	XAGE3	170626	GPL13667	TRUE	TRUE	170626	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
PTMS	1	11715258_s_at	PTMS	5763	GPL13667	TRUE	TRUE	5763	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
	0	11715259_s_at	IFNA10 /// IFNA14 /// IFNA21 /// IFNA4 /// IFNA5 /// IFNA6 /// IFNA7	3441 /// 3442 /// 3443 /// 3444 /// 3446 /// 3448 /// 3452	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
C1orf66	1	11715260_at	C1orf66	51093	GPL13667	TRUE	TRUE	51093	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	FALSE
	0	11715261_s_at	LOC440563 /// LOC649330	440563 /// 649330	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
MTNR1A	1	11715262_at	MTNR1A	4543	GPL13667	TRUE	TRUE	4543	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
SPEF2	1	11715263_at	SPEF2	79925	GPL13667	TRUE	TRUE	79925	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
UTS2R	1	11715264_s_at	UTS2R	2837	GPL13667	TRUE	TRUE	2837	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
FIG4	1	11715265_at	FIG4	9896	GPL13667	TRUE	TRUE	9896	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
PKD1L3	1	11715266_s_at	PKD1L3	342372	GPL13667	TRUE	TRUE	342372	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
EPPK1	1	11715267_s_at	EPPK1	83481	GPL13667	TRUE	TRUE	83481	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
	0	11715268_s_at	GP1BB /// SEPT5	2812 /// 5413	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
ALG1L	1	11715269_x_at	ALG1L	200810	GPL13667	TRUE	TRUE	200810	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
KLF7	1	11715270_s_at	KLF7	8609	GPL13667	TRUE	TRUE	8609	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
	0	11715271_s_at	DUX4 /// LOC441056 /// LOC653543 /// LOC653544 /// LOC653545 /// LOC653548 /// LOC728410	22947 /// 441056 /// 653543 /// 653544 /// 653545 /// 653548 /// 728410	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
UGT2B11	1	11715272_s_at	UGT2B11	10720	GPL13667	TRUE	TRUE	10720	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
TPM2	1	11715273_at	TPM2	7169	GPL13667	TRUE	TRUE	7169	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
TPM2	1	11715274_x_at	TPM2	7169	GPL13667	TRUE	TRUE	7169	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
SSX1	1	11715275_s_at	SSX1	6756	GPL13667	TRUE	TRUE	6756	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
AURKAIP1	1	11715276_s_at	AURKAIP1	54998	GPL13667	TRUE	TRUE	54998	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
AURKAIP1	1	11715277_s_at	AURKAIP1	54998	GPL13667	TRUE	TRUE	54998	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
AURKAIP1	1	11715278_s_at	AURKAIP1	54998	GPL13667	TRUE	TRUE	54998	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
PGAM4	1	11715279_x_at	PGAM4	441531	GPL13667	TRUE	TRUE	441531	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
KRT17	1	11715280_s_at	KRT17	3872	GPL13667	TRUE	TRUE	3872	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
ASIP	1	11715281_at	ASIP	434	GPL13667	TRUE	TRUE	434	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
	0	11715282_s_at	CGB /// CGB1 /// CGB2 /// CGB5 /// CGB7 /// CGB8	1082 /// 114335 /// 114336 /// 93659 /// 94027 /// 94115	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
CCKAR	1	11715283_at	CCKAR	886	GPL13667	TRUE	TRUE	886	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
C15orf40	1	11715284_x_at	C15orf40	123207	GPL13667	TRUE	TRUE	123207	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
C15orf40	1	11715285_at	C15orf40	123207	GPL13667	TRUE	TRUE	123207	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
C15orf40	1	11715286_x_at	C15orf40	123207	GPL13667	TRUE	TRUE	123207	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
C15orf40	1	11715287_at	C15orf40	123207	GPL13667	TRUE	TRUE	123207	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
CASP14	1	11715288_s_at	CASP14	23581	GPL13667	TRUE	TRUE	23581	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
AGRP	1	11715289_s_at	AGRP	181	GPL13667	TRUE	TRUE	181	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
CLDN3	1	11715290_s_at	CLDN3	1365	GPL13667	TRUE	TRUE	1365	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
TBX5	1	11715291_s_at	TBX5	6910	GPL13667	TRUE	TRUE	6910	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
ST8SIA1	1	11715292_at	ST8SIA1	6489	GPL13667	TRUE	TRUE	6489	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
TRPT1	1	11715293_s_at	TRPT1	83707	GPL13667	TRUE	TRUE	83707	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
HECTD2	1	11715294_s_at	HECTD2	143279	GPL13667	TRUE	TRUE	143279	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
CCL27	1	11715295_s_at	CCL27	10850	GPL13667	TRUE	TRUE	10850	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
KRT33A	1	11715296_s_at	KRT33A	3883	GPL13667	TRUE	TRUE	3883	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
FXN	1	11715297_at	FXN	2395	GPL13667	TRUE	TRUE	2395	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
SH2D2A	1	11715298_x_at	SH2D2A	9047	GPL13667	TRUE	TRUE	9047	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
	0	11715299_s_at	PRAMEF7 /// PRAMEF8	391002 /// 441871	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
SSX3	1	11715300_s_at	SSX3	10214	GPL13667	TRUE	TRUE	10214	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
NOP16	1	11715301_s_at	NOP16	51491	GPL13667	TRUE	TRUE	51491	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
NT5C1A	1	11715302_s_at	NT5C1A	84618	GPL13667	TRUE	TRUE	84618	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
CEMP1	1	11715303_s_at	CEMP1	752014	GPL13667	TRUE	TRUE	752014	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
PLCB3	1	11715304_s_at	PLCB3	5331	GPL13667	TRUE	TRUE	5331	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
HOXA10	1	11715305_s_at	HOXA10	3206	GPL13667	TRUE	TRUE	3206	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
AREG	1	11715306_s_at	AREG	374	GPL13667	TRUE	TRUE	374	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
MLXIPL	1	11715307_s_at	MLXIPL	51085	GPL13667	TRUE	TRUE	51085	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
MLXIPL	1	11715308_s_at	MLXIPL	51085	GPL13667	TRUE	TRUE	51085	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
MLXIPL	1	11715309_s_at	MLXIPL	51085	GPL13667	TRUE	TRUE	51085	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
MLXIPL	1	11715310_s_at	MLXIPL	51085	GPL13667	TRUE	TRUE	51085	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
	0	11715311_s_at	DEFB103A /// DEFB103B	414325 /// 55894	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
FOXC2	1	11715312_at	FOXC2	2303	GPL13667	TRUE	TRUE	2303	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
LHB	1	11715313_s_at	LHB	3972	GPL13667	TRUE	TRUE	3972	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
LOC100289135	1	11715314_at	LOC100289135	100289135	GPL13667	TRUE	TRUE	100289135	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	FALSE
LOC100289135	1	11715315_s_at	LOC100289135	100289135	GPL13667	TRUE	TRUE	100289135	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	FALSE
HLA-C	1	11715316_x_at	HLA-C	3107	GPL13667	TRUE	TRUE	3107	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
	0	11715317_s_at	CGB /// CGB1 /// CGB2 /// CGB5 /// CGB7 /// CGB8	1082 /// 114335 /// 114336 /// 93659 /// 94027 /// 94115	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
CYP2C19	1	11715318_s_at	CYP2C19	1557	GPL13667	TRUE	TRUE	1557	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
MAGEA1	1	11715319_s_at	MAGEA1	4100	GPL13667	TRUE	TRUE	4100	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
TTN	1	11715320_s_at	TTN	7273	GPL13667	TRUE	TRUE	7273	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
KRTAP10-8	1	11715321_x_at	KRTAP10-8	386681	GPL13667	TRUE	TRUE	386681	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
FABP12	1	11715322_s_at	FABP12	646486	GPL13667	TRUE	TRUE	646486	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
NKX1-2	1	11715323_s_at	NKX1-2	390010	GPL13667	TRUE	TRUE	390010	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
	0	11715324_s_at	PPIAL4A /// PPIAL4G	164022 /// 644591	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
C11orf90	1	11715325_at	C11orf90	387804	GPL13667	TRUE	TRUE	387804	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	FALSE
C11orf90	1	11715326_s_at	C11orf90	387804	GPL13667	TRUE	TRUE	387804	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	FALSE
	0	11715327_x_at	CBWD1 /// CBWD3	445571 /// 55871	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
FLJ44082	1	11715328_at	FLJ44082	389762	GPL13667	TRUE	TRUE	389762	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	FALSE
SLC6A15	1	11715329_at	SLC6A15	55117	GPL13667	TRUE	TRUE	55117	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
ZNF735	1	11715330_x_at	ZNF735	730291	GPL13667	TRUE	TRUE	730291	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
DSN1	1	11715331_x_at	DSN1	79980	GPL13667	TRUE	TRUE	79980	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
NXNL2	1	11715332_at	NXNL2	158046	GPL13667	TRUE	TRUE	158046	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
NXNL2	1	11715333_s_at	NXNL2	158046	GPL13667	TRUE	TRUE	158046	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
NXNL2	1	11715334_s_at	NXNL2	158046	GPL13667	TRUE	TRUE	158046	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
OR6P1	1	11715335_at	OR6P1	128366	GPL13667	TRUE	TRUE	128366	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
SP9	1	11715336_x_at	SP9	100131390	GPL13667	TRUE	TRUE	100131390	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
	0	11715337_s_at	GH1 /// GH2	2688 /// 2689	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
DCAF12L2	1	11715338_s_at	DCAF12L2	340578	GPL13667	TRUE	TRUE	340578	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
TTN	1	11715339_at	TTN	7273	GPL13667	TRUE	TRUE	7273	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
	0	11715340_s_at	CT47A1 /// CT47A10 /// CT47A11 /// CT47A2 /// CT47A3 /// CT47A4 /// CT47A5 /// CT47A6 /// CT47A7 /// CT47A8 /// CT47A9 /// CT47B1	255313 /// 643311 /// 653282 /// 728036 /// 728042 /// 728049 /// 728062 /// 728072 /// 728075 /// 728082 /// 728090 /// 728096	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
C1orf129	1	11715341_at	C1orf129	80133	GPL13667	TRUE	TRUE	80133	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	FALSE
BRI3	1	11715342_at	BRI3	25798	GPL13667	TRUE	TRUE	25798	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
MUC16	1	11715343_at	MUC16	94025	GPL13667	TRUE	TRUE	94025	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
GSTP1	1	11715344_at	GSTP1	2950	GPL13667	TRUE	TRUE	2950	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
ADAMTS15	1	11715345_s_at	ADAMTS15	170689	GPL13667	TRUE	TRUE	170689	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
EBI3	1	11715346_at	EBI3	10148	GPL13667	TRUE	TRUE	10148	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
	0	11715347_s_at	HBB /// HBD	3043 /// 3045	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
HBB	1	11715348_x_at	HBB	3043	GPL13667	TRUE	TRUE	3043	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
COX7C	1	11715349_a_at	COX7C	1350	GPL13667	TRUE	TRUE	1350	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
COL1A1	1	11715350_a_at	COL1A1	1277	GPL13667	TRUE	TRUE	1277	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
COL1A1	1	11715351_at	COL1A1	1277	GPL13667	TRUE	TRUE	1277	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
COL1A1	1	11715352_x_at	COL1A1	1277	GPL13667	TRUE	TRUE	1277	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
COL1A2	1	11715353_s_at	COL1A2	1278	GPL13667	TRUE	TRUE	1278	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
COL1A2	1	11715354_a_at	COL1A2	1278	GPL13667	TRUE	TRUE	1278	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
COL1A2	1	11715355_at	COL1A2	1278	GPL13667	TRUE	TRUE	1278	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
COL1A2	1	11715356_x_at	COL1A2	1278	GPL13667	TRUE	TRUE	1278	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
	0	11715357_s_at	LOC100291837 /// RPS21	100291837 /// 6227	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
CST3	1	11715358_x_at	CST3	1471	GPL13667	TRUE	TRUE	1471	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
TIMP1	1	11715359_a_at	TIMP1	7076	GPL13667	TRUE	TRUE	7076	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
TIMP1	1	11715360_x_at	TIMP1	7076	GPL13667	TRUE	TRUE	7076	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
ATP6V0E1	1	11715361_a_at	ATP6V0E1	8992	GPL13667	TRUE	TRUE	8992	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
ATP6V0E1	1	11715362_at	ATP6V0E1	8992	GPL13667	TRUE	TRUE	8992	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
A2M	1	11715363_a_at	A2M	2	GPL13667	TRUE	TRUE	2	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
SPDEF	1	11715364_a_at	SPDEF	25803	GPL13667	TRUE	TRUE	25803	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
SPDEF	1	11715365_x_at	SPDEF	25803	GPL13667	TRUE	TRUE	25803	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
Septin 2	1	11715366_a_at	Septin 2	4735	GPL13667	TRUE	TRUE	4735	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	FALSE
Septin 2	1	11715367_s_at	Septin 2	4735	GPL13667	TRUE	TRUE	4735	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	FALSE
SERPING1	1	11715368_a_at	SERPING1	710	GPL13667	TRUE	TRUE	710	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
NDUFA4	1	11715369_s_at	NDUFA4	4697	GPL13667	TRUE	TRUE	4697	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
LGALS3BP	1	11715370_s_at	LGALS3BP	3959	GPL13667	TRUE	TRUE	3959	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
UBA1	1	11715371_a_at	UBA1	7317	GPL13667	TRUE	TRUE	7317	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
MDH1	1	11715372_a_at	MDH1	4190	GPL13667	TRUE	TRUE	4190	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
TRIM28	1	11715373_a_at	TRIM28	10155	GPL13667	TRUE	TRUE	10155	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
CALR	1	11715374_a_at	CALR	811	GPL13667	TRUE	TRUE	811	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
CALR	1	11715375_x_at	CALR	811	GPL13667	TRUE	TRUE	811	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
RPS11	1	11715376_a_at	RPS11	6205	GPL13667	TRUE	TRUE	6205	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
COX4I1	1	11715377_x_at	COX4I1	1327	GPL13667	TRUE	TRUE	1327	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
TG	1	11715378_x_at	TG	7038	GPL13667	TRUE	TRUE	7038	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
LAPTM4B	1	11715379_a_at	LAPTM4B	55353	GPL13667	TRUE	TRUE	55353	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
LAPTM4B	1	11715380_s_at	LAPTM4B	55353	GPL13667	TRUE	TRUE	55353	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
LAPTM4B	1	11715381_a_at	LAPTM4B	55353	GPL13667	TRUE	TRUE	55353	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
PLD3	1	11715382_x_at	PLD3	23646	GPL13667	TRUE	TRUE	23646	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
PHB2	1	11715383_a_at	PHB2	11331	GPL13667	TRUE	TRUE	11331	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
PHB2	1	11715384_x_at	PHB2	11331	GPL13667	TRUE	TRUE	11331	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
	0	11715385_s_at	C4orf46 /// TOMM7	201725 /// 54543	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
REG1A	1	11715386_at	REG1A	5967	GPL13667	TRUE	TRUE	5967	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
CDKN1A	1	11715387_at	CDKN1A	1026	GPL13667	TRUE	TRUE	1026	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
CDKN1A	1	11715388_s_at	CDKN1A	1026	GPL13667	TRUE	TRUE	1026	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
FKBP1A	1	11715389_x_at	FKBP1A	2280	GPL13667	TRUE	TRUE	2280	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
FKBP1A	1	11715390_s_at	FKBP1A	2280	GPL13667	TRUE	TRUE	2280	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
MTCH1	1	11715391_s_at	MTCH1	23787	GPL13667	TRUE	TRUE	23787	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
MTCH1	1	11715392_x_at	MTCH1	23787	GPL13667	TRUE	TRUE	23787	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
C3	1	11715393_a_at	C3	718	GPL13667	TRUE	TRUE	718	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
CD81	1	11715394_s_at	CD81	975	GPL13667	TRUE	TRUE	975	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
	0	11715395_a_at	MUTED /// TXNDC5	63915 /// 81567	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
	0	11715396_s_at	MUTED /// TXNDC5	63915 /// 81567	GPL13667	FALSE	FALSE		MISSING_OR_AMBIGUOUS_SYMBOL	FALSE	FALSE	FALSE
MAGED2	1	11715397_x_at	MAGED2	10916	GPL13667	TRUE	TRUE	10916	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
APEX1	1	11715398_a_at	APEX1	328	GPL13667	TRUE	TRUE	328	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
SLC25A5	1	11715399_at	SLC25A5	292	GPL13667	TRUE	TRUE	292	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
SLC25A5	1	11715400_x_at	SLC25A5	292	GPL13667	TRUE	TRUE	292	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
ILF2	1	11715401_s_at	ILF2	3608	GPL13667	TRUE	TRUE	3608	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
ILF2	1	11715402_x_at	ILF2	3608	GPL13667	TRUE	TRUE	3608	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
COL6A1	1	11715403_a_at	COL6A1	1291	GPL13667	TRUE	TRUE	1291	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
COL6A1	1	11715404_a_at	COL6A1	1291	GPL13667	TRUE	TRUE	1291	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
COL6A1	1	11715405_x_at	COL6A1	1291	GPL13667	TRUE	TRUE	1291	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	TRUE	TRUE
COL6A1	1	11715406_a_at	COL6A1	1291	GPL13667	TRUE	TRUE	1291	RELIABLE_UNIQUE_SYMBOL_ENTREZ	TRUE	FALSE	TRUE
